,subscription,subscription_amount,visit_id,user_id
1334,1.0,105.0,5555697993,55889097
1335,1.0,150.0,5555697994,55889098
1336,1.0,136.0,5555697999,55889103
1337,1.0,112.0,5555698000,55889104
1338,1.0,137.0,5555698001,55889105
1339,1.0,146.0,5555698002,55889106
1340,1.0,141.0,5555698008,55889112
1341,1.0,150.0,5555698009,55889113
1342,1.0,131.0,5555698011,55889115
1343,1.0,131.0,5555698018,55889122
1344,1.0,141.0,5555698019,55889123
1345,1.0,131.0,5555698020,55889124
1346,1.0,150.0,5555698021,55889125
1347,1.0,128.0,5555698025,55889129
1348,1.0,103.0,5555698026,55889130
1349,1.0,112.0,5555698030,55889134
1350,1.0,150.0,5555698033,55889137
1351,1.0,144.0,5555698034,55889138
1352,1.0,139.0,5555698035,55889139
1353,1.0,112.0,5555698039,55889143
1354,1.0,103.0,5555698041,55889145
1355,1.0,150.0,5555698042,55889146
1356,1.0,150.0,5555698045,55889149
1357,1.0,150.0,5555698046,55889150
1358,1.0,115.0,5555698049,55889153
1359,1.0,150.0,5555698052,55889156
1360,1.0,122.0,5555698054,55889158
1361,1.0,135.0,5555698055,55889159
1362,1.0,127.0,5555698060,55889164
1363,1.0,150.0,5555698063,55889167
1364,1.0,140.0,5555698064,55889168
1365,1.0,122.0,5555698065,55889169
1366,1.0,136.0,5555698068,55889172
1367,1.0,149.0,5555698070,55889174
1368,1.0,131.0,5555698076,55889180
1369,1.0,112.0,5555698077,55889181
1370,1.0,131.0,5555698078,55889182
1371,1.0,143.0,5555698082,55889186
1372,1.0,131.0,5555698088,55889192
1373,1.0,122.0,5555698089,55889193
1374,1.0,103.0,5555698090,55889194
1375,1.0,127.0,5555698094,55889198
1376,1.0,122.0,5555698095,55889199
1377,1.0,100.0,5555698097,55889201
1378,1.0,112.0,5555698099,55889203
1379,1.0,141.0,5555698100,55889204
1380,1.0,122.0,5555698103,55889207
1381,1.0,141.0,5555698105,55889209
1382,1.0,122.0,5555698106,55889210
1383,1.0,123.0,5555698110,55889214
1384,1.0,116.0,5555698111,55889215
1385,1.0,141.0,5555698112,55889216
1386,1.0,103.0,5555698113,55889217
1387,1.0,150.0,5555698115,55889219
1388,1.0,150.0,5555698116,55889220
1389,1.0,131.0,5555698122,55889226
1390,1.0,141.0,5555698124,55889228
1391,1.0,150.0,5555698126,55889230
1392,1.0,150.0,5555698127,55889231
1393,1.0,150.0,5555698133,55889237
1394,1.0,131.0,5555698136,55889240
1395,1.0,141.0,5555698138,55889242
1396,1.0,121.0,5555698139,55889243
1397,1.0,103.0,5555698146,55889250
1398,1.0,122.0,5555698147,55889251
1399,1.0,150.0,5555698148,55889252
1400,1.0,112.0,5555698154,55889258
1401,1.0,131.0,5555698155,55889259
1402,1.0,122.0,5555698157,55889261
1403,1.0,114.0,5555698159,55889263
1404,1.0,112.0,5555698161,55889265
1405,1.0,112.0,5555698162,55889266
1406,1.0,122.0,5555698164,55889268
1407,1.0,103.0,5555698165,55889269
1408,1.0,119.0,5555698167,55889271
1409,1.0,131.0,5555698169,55889273
1410,1.0,125.0,5555698171,55889275
1411,1.0,141.0,5555698172,55889276
1412,1.0,106.0,5555698173,55889277
1413,1.0,133.0,5555698174,55889278
1414,1.0,131.0,5555698175,55889279
1415,1.0,110.0,5555698177,55889281
1416,1.0,138.0,5555698179,55889283
1417,1.0,122.0,5555698181,55889285
1418,1.0,134.0,5555698183,55889287
1419,1.0,59.0,5555698186,55889290
1420,1.0,18.0,5555698188,55889292
1421,1.0,102.0,5555698189,55889293
1422,1.0,128.0,5555698190,55889294
1423,1.0,95.0,5555698196,55889300
1424,1.0,104.0,5555698197,55889301
1425,1.0,128.0,5555698205,55889309
1426,1.0,122.0,5555698209,55889313
1427,1.0,138.0,5555698214,55889318
1428,1.0,122.0,5555698215,55889319
1429,1.0,102.0,5555698221,55889325
1430,1.0,97.0,5555698223,55889327
1431,1.0,112.0,5555698229,55889333
1432,1.0,115.0,5555698232,55889336
1433,1.0,150.0,5555698233,55889337
1434,1.0,132.0,5555698239,55889343
1435,1.0,131.0,5555698240,55889344
1436,1.0,131.0,5555698241,55889345
1437,1.0,150.0,5555698242,55889346
1438,1.0,118.0,5555698245,55889349
1439,1.0,131.0,5555698246,55889350
1440,1.0,150.0,5555698247,55889351
1441,1.0,112.0,5555698248,55889352
1442,1.0,103.0,5555698250,55889354
1443,1.0,138.0,5555698252,55889356
1444,1.0,131.0,5555698257,55889361
1445,1.0,103.0,5555698259,55889363
1446,1.0,98.0,5555698265,55889369
1447,1.0,146.0,5555698266,55889370
1448,1.0,107.0,5555698268,55889372
1449,1.0,141.0,5555698269,55889373
1450,1.0,107.0,5555698272,55889376
1451,1.0,116.0,5555698273,55889377
1452,1.0,103.0,5555698275,55889379
1453,1.0,103.0,5555698280,55889384
1454,1.0,133.0,5555698282,55889386
1455,1.0,112.0,5555698286,55889390
1456,1.0,103.0,5555698287,55889391
1457,1.0,112.0,5555698292,55889396
1458,1.0,150.0,5555698293,55889397
1459,1.0,125.0,5555698294,55889398
1460,1.0,122.0,5555698295,55889399
1461,1.0,131.0,5555698296,55889400
1462,1.0,108.0,5555698297,55889401
1463,1.0,122.0,5555698298,55889402
1464,1.0,141.0,5555698299,55889403
1465,1.0,141.0,5555698300,55889404
1466,1.0,131.0,5555698301,55889405
1467,1.0,123.0,5555698302,55889406
1468,1.0,131.0,5555698305,55889409
1469,1.0,103.0,5555698308,55889412
1470,1.0,101.0,5555698309,55889413
1471,1.0,141.0,5555698313,55889417
1472,1.0,109.0,5555698316,55889420
1473,1.0,103.0,5555698318,55889422
1474,1.0,139.0,5555698319,55889423
1475,1.0,105.0,5555698323,55889427
1476,1.0,150.0,5555698324,55889428
1477,1.0,131.0,5555698326,55889430
1478,1.0,108.0,5555698331,55889435
1479,1.0,100.0,5555698335,55889439
1480,1.0,115.0,5555698338,55889442
1481,1.0,112.0,5555698340,55889444
1482,1.0,141.0,5555698344,55889448
1483,1.0,112.0,5555698345,55889449
1484,1.0,119.0,5555698351,55889455
1485,1.0,131.0,5555698353,55889457
1486,1.0,128.0,5555698355,55889459
1487,1.0,141.0,5555698358,55889462
1488,1.0,150.0,5555698359,55889463
1489,1.0,137.0,5555698361,55889465
1490,1.0,108.0,5555698363,55889467
1491,1.0,141.0,5555698364,55889468
1492,1.0,141.0,5555698370,55889474
1493,1.0,148.0,5555698371,55889475
1494,1.0,110.0,5555698372,55889476
1495,1.0,65.0,5555698375,55889479
1496,1.0,103.0,5555698381,55889485
1497,1.0,122.0,5555698382,55889486
1498,1.0,150.0,5555698389,55889493
1499,1.0,127.0,5555698390,55889494
1500,1.0,141.0,5555698392,55889496
1501,1.0,122.0,5555698396,55889500
1502,1.0,141.0,5555698402,55889506
1503,1.0,122.0,5555698403,55889507
1504,1.0,112.0,5555698408,55889512
1505,1.0,131.0,5555698409,55889513
1506,1.0,103.0,5555698410,55889514
1507,1.0,130.0,5555698415,55889519
1508,1.0,112.0,5555698416,55889520
1509,1.0,122.0,5555698417,55889521
1510,1.0,141.0,5555698425,55889529
1511,1.0,141.0,5555698428,55889532
1512,1.0,131.0,5555698430,55889534
1513,1.0,141.0,5555698431,55889535
1514,1.0,122.0,5555698438,55889542
1515,1.0,131.0,5555698440,55889544
1516,1.0,103.0,5555698441,55889545
1517,1.0,112.0,5555698442,55889546
1518,1.0,150.0,5555698444,55889548
1519,1.0,140.0,5555698446,55889550
1520,1.0,141.0,5555698451,55889555
1521,1.0,101.0,5555698452,55889556
1522,1.0,150.0,5555698459,55889563
1523,1.0,103.0,5555698460,55889564
1524,1.0,131.0,5555698461,55889565
1525,1.0,131.0,5555698462,55889566
1526,1.0,139.0,5555698463,55889567
1527,1.0,150.0,5555698465,55889569
1528,1.0,147.0,5555698467,55889571
1529,1.0,112.0,5555698469,55889573
1530,1.0,103.0,5555698470,55889574
1531,1.0,133.0,5555698471,55889575
1532,1.0,131.0,5555698472,55889576
1533,1.0,112.0,5555698473,55889577
1534,1.0,141.0,5555698475,55889579
1535,1.0,104.0,5555698476,55889580
1536,1.0,122.0,5555698477,55889581
1537,1.0,141.0,5555698483,55889587
1538,1.0,112.0,5555698484,55889588
1539,1.0,150.0,5555698488,55889592
1540,1.0,123.0,5555698492,55889596
1541,1.0,150.0,5555698493,55889597
1542,1.0,103.0,5555698494,55889598
1543,1.0,141.0,5555698495,55889599
1544,1.0,120.0,5555698496,55889600
1545,1.0,112.0,5555698497,55889601
1546,1.0,102.0,5555698499,55889603
1547,1.0,150.0,5555698500,55889604
1548,1.0,113.0,5555698509,55889613
1549,1.0,150.0,5555698514,55889618
1550,1.0,102.0,5555698516,55889620
1551,1.0,131.0,5555698517,55889621
1552,1.0,143.0,5555698520,55889624
1553,1.0,136.0,5555698524,55889628
1554,1.0,131.0,5555698530,55889634
1555,1.0,112.0,5555698532,55889636
1556,1.0,122.0,5555698536,55889640
1557,1.0,141.0,5555698543,55889647
1558,1.0,112.0,5555698547,55889651
1559,1.0,141.0,5555698549,55889653
1560,1.0,122.0,5555698550,55889654
1561,1.0,128.0,5555698552,55889656
1562,1.0,150.0,5555698559,55889663
1563,1.0,150.0,5555698561,55889665
1564,1.0,150.0,5555698565,55889669
1565,1.0,150.0,5555698567,55889671
1566,1.0,131.0,5555698570,55889674
1567,1.0,131.0,5555698573,55889677
1568,1.0,122.0,5555698575,55889679
1569,1.0,131.0,5555698576,55889680
1570,1.0,112.0,5555698577,55889681
1571,1.0,122.0,5555698579,55889683
1572,1.0,150.0,5555698581,55889685
1573,1.0,130.0,5555698582,55889686
1574,1.0,41.0,5555698583,55889687
1575,1.0,103.0,5555698584,55889688
1576,1.0,103.0,5555698589,55889693
1577,1.0,141.0,5555698591,55889695
1578,1.0,144.0,5555698592,55889696
1579,1.0,141.0,5555698594,55889698
1580,1.0,112.0,5555698595,55889699
1581,1.0,42.0,5555698596,55889700
1582,1.0,121.0,5555698597,55889701
1583,1.0,10.0,5555698601,55889705
1584,1.0,150.0,5555698604,55889708
1585,1.0,131.0,5555698605,55889709
1586,1.0,126.0,5555698608,55889712
1587,1.0,131.0,5555698609,55889713
1588,1.0,133.0,5555698610,55889714
1589,1.0,138.0,5555698612,55889716
1590,1.0,132.0,5555698615,55889719
1591,1.0,141.0,5555698617,55889721
1592,1.0,112.0,5555698619,55889723
1593,1.0,96.0,5555698620,55889724
1594,1.0,108.0,5555698621,55889725
1595,1.0,137.0,5555698622,55889726
1596,1.0,141.0,5555698629,55889733
1597,1.0,141.0,5555698630,55889734
1598,1.0,137.0,5555698639,55889743
1599,1.0,111.0,5555698640,55889744
1600,1.0,150.0,5555698643,55889747
1601,1.0,150.0,5555698645,55889749
1602,1.0,122.0,5555698646,55889750
1603,1.0,122.0,5555698648,55889752
1604,1.0,122.0,5555698649,55889753
1605,1.0,112.0,5555698652,55889756
1606,1.0,131.0,5555698653,55889757
1607,1.0,122.0,5555698659,55889763
1608,1.0,108.0,5555698660,55889764
1609,1.0,112.0,5555698661,55889765
1610,1.0,150.0,5555698663,55889767
1611,1.0,122.0,5555698664,55889768
1612,1.0,112.0,5555698669,55889773
1613,1.0,112.0,5555698671,55889775
1614,1.0,103.0,5555698676,55889780
1615,1.0,99.0,5555698679,55889783
1616,1.0,150.0,5555698680,55889784
1617,1.0,150.0,5555698681,55889785
1618,1.0,122.0,5555698682,55889786
1619,1.0,130.0,5555698684,55889788
1620,1.0,106.0,5555698685,55889789
1621,1.0,122.0,5555698688,55889792
1622,1.0,103.0,5555698689,55889793
1623,1.0,150.0,5555698691,55889795
1624,1.0,133.0,5555698693,55889797
1625,1.0,150.0,5555698694,55889798
1626,1.0,128.0,5555698696,55889800
1627,1.0,150.0,5555698697,55889801
1628,1.0,12.0,5555698698,55889802
1629,1.0,123.0,5555698699,55889803
1630,1.0,150.0,5555698701,55889805
1631,1.0,141.0,5555698704,55889808
1632,1.0,150.0,5555698707,55889811
1633,1.0,112.0,5555698708,55889812
1634,1.0,141.0,5555698709,55889813
1635,1.0,141.0,5555698712,55889816
1636,1.0,102.0,5555698713,55889817
1637,1.0,141.0,5555698714,55889818
1638,1.0,122.0,5555698715,55889819
1639,1.0,103.0,5555698717,55889821
1640,1.0,104.0,5555698718,55889822
1641,1.0,127.0,5555698720,55889824
1642,1.0,150.0,5555698721,55889825
1643,1.0,150.0,5555698723,55889827
1644,1.0,122.0,5555698729,55889833
1645,1.0,131.0,5555698730,55889834
1646,1.0,131.0,5555698731,55889835
1647,1.0,122.0,5555698732,55889836
1648,1.0,103.0,5555698734,55889838
1649,1.0,127.0,5555698741,55889845
1650,1.0,74.0,5555698747,55889851
1651,1.0,99.0,5555698749,55889853
1652,1.0,100.0,5555698752,55889856
1653,1.0,108.0,5555698753,55889857
1654,1.0,150.0,5555698757,55889861
1655,1.0,137.0,5555698758,55889862
1656,1.0,136.0,5555698759,55889863
1657,1.0,122.0,5555698764,55889868
1658,1.0,103.0,5555698766,55889870
1659,1.0,143.0,5555698768,55889872
1660,1.0,143.0,5555698769,55889873
1661,1.0,141.0,5555698770,55889874
1662,1.0,141.0,5555698773,55889877
1663,1.0,122.0,5555698774,55889878
1664,1.0,149.0,5555698775,55889879
1665,1.0,103.0,5555698778,55889882
1666,1.0,123.0,5555698786,55889890
1667,1.0,131.0,5555698792,55889896
1668,1.0,119.0,5555698794,55889898
1669,1.0,130.0,5555698796,55889900
1670,1.0,131.0,5555698797,55889901
1671,1.0,121.0,5555698799,55889903
1672,1.0,146.0,5555698800,55889904
1673,1.0,112.0,5555698801,55889905
1674,1.0,96.0,5555698807,55889911
1675,1.0,122.0,5555698809,55889913
1676,1.0,150.0,5555698810,55889914
1677,1.0,150.0,5555698811,55889915
1678,1.0,108.0,5555698813,55889917
1679,1.0,150.0,5555698814,55889918
1680,1.0,141.0,5555698817,55889921
1681,1.0,150.0,5555698819,55889923
1682,1.0,112.0,5555698821,55889925
1683,1.0,100.0,5555698825,55889929
1684,1.0,150.0,5555698829,55889933
1685,1.0,150.0,5555698831,55889935
1686,1.0,150.0,5555698832,55889936
1687,1.0,150.0,5555698833,55889937
1688,1.0,141.0,5555698837,55889941
1689,1.0,133.0,5555698840,55889944
1690,1.0,112.0,5555698841,55889945
1691,1.0,112.0,5555698842,55889946
1692,1.0,36.0,5555698846,55889950
1693,1.0,103.0,5555698847,55889951
1694,1.0,150.0,5555698855,55889959
1695,1.0,97.0,5555698856,55889960
1696,1.0,130.0,5555698857,55889961
1697,1.0,95.0,5555698859,55889963
1698,1.0,131.0,5555698860,55889964
1699,1.0,150.0,5555698862,55889966
1700,1.0,119.0,5555698863,55889967
1701,1.0,131.0,5555698865,55889969
1702,1.0,106.0,5555698866,55889970
1703,1.0,131.0,5555698869,55889973
1704,1.0,131.0,5555698870,55889974
1705,1.0,150.0,5555698871,55889975
1706,1.0,150.0,5555698872,55889976
1707,1.0,113.0,5555698876,55889980
1708,1.0,141.0,5555698877,55889981
1709,1.0,150.0,5555698878,55889982
1710,1.0,140.0,5555698879,55889983
1711,1.0,150.0,5555698881,55889985
1712,1.0,112.0,5555698884,55889988
1713,1.0,141.0,5555698887,55889991
1714,1.0,131.0,5555698888,55889992
1715,1.0,150.0,5555698893,55889997
1716,1.0,141.0,5555698900,55890004
1717,1.0,112.0,5555698903,55890007
1718,1.0,141.0,5555698904,55890008
1719,1.0,150.0,5555698905,55890009
1720,1.0,121.0,5555698908,55890012
1721,1.0,142.0,5555698909,55890013
1722,1.0,103.0,5555698910,55890014
1723,1.0,141.0,5555698913,55890017
1724,1.0,112.0,5555698915,55890019
1725,1.0,141.0,5555698917,55890021
1726,1.0,141.0,5555698921,55890025
1727,1.0,150.0,5555698922,55890026
1728,1.0,150.0,5555698924,55890028
1729,1.0,141.0,5555698928,55890032
1730,1.0,115.0,5555698930,55890034
1731,1.0,149.0,5555698937,55890041
1732,1.0,150.0,5555698945,55890049
1733,1.0,112.0,5555698946,55890050
1734,1.0,131.0,5555698949,55890053
1735,1.0,113.0,5555698950,55890054
1736,1.0,112.0,5555698953,55890057
1737,1.0,150.0,5555698954,55890058
1738,1.0,141.0,5555698955,55890059
1739,1.0,150.0,5555698957,55890061
1740,1.0,122.0,5555698958,55890062
1741,1.0,103.0,5555698962,55890066
1742,1.0,103.0,5555698963,55890067
1743,1.0,112.0,5555698964,55890068
1744,1.0,131.0,5555698967,55890071
1745,1.0,150.0,5555698970,55890074
1746,1.0,131.0,5555698971,55890075
1747,1.0,110.0,5555698979,55890083
1748,1.0,98.0,5555698984,55890088
1749,1.0,103.0,5555698986,55890090
1750,1.0,150.0,5555698987,55890091
1751,1.0,103.0,5555698994,55890098
1752,1.0,141.0,5555698995,55890099
1753,1.0,150.0,5555698996,55890100
1754,1.0,103.0,5555699000,55890104
1755,1.0,150.0,5555699002,55890106
1756,1.0,131.0,5555699003,55890107
1757,1.0,141.0,5555699004,55890108
1758,1.0,107.0,5555699005,55890109
1759,1.0,96.0,5555699008,55890112
1760,1.0,131.0,5555699009,55890113
1761,1.0,66.0,5555699010,55890114
1762,1.0,128.0,5555699012,55890116
1763,1.0,103.0,5555699020,55890124
1764,1.0,131.0,5555699028,55890132
1765,1.0,150.0,5555699029,55890133
1766,1.0,129.0,5555699030,55890134
1767,1.0,47.0,5555699032,55890136
1768,1.0,96.0,5555699033,55890137
1769,1.0,126.0,5555699034,55890138
1770,1.0,150.0,5555699038,55890142
1771,1.0,112.0,5555699039,55890143
1772,1.0,131.0,5555699042,55890146
1773,1.0,109.0,5555699044,55890148
1774,1.0,131.0,5555699045,55890149
1775,1.0,103.0,5555699048,55890152
1776,1.0,102.0,5555699049,55890153
1777,1.0,122.0,5555699052,55890156
1778,1.0,122.0,5555699053,55890157
1779,1.0,150.0,5555699056,55890160
1780,1.0,103.0,5555699057,55890161
1781,1.0,145.0,5555699058,55890162
1782,1.0,141.0,5555699059,55890163
1783,1.0,109.0,5555699061,55890165
1784,1.0,61.0,5555699064,55890168
1785,1.0,141.0,5555699066,55890170
1786,1.0,150.0,5555699067,55890171
1787,1.0,121.0,5555699074,55890178
1788,1.0,131.0,5555699077,55890181
1789,1.0,150.0,5555699081,55890185
1790,1.0,150.0,5555699086,55890190
1791,1.0,65.0,5555699088,55890192
1792,1.0,141.0,5555699096,55890200
1793,1.0,150.0,5555699098,55890202
1794,1.0,150.0,5555699100,55890204
1795,1.0,141.0,5555699105,55890209
1796,1.0,131.0,5555699106,55890210
1797,1.0,131.0,5555699107,55890211
1798,1.0,21.0,5555699112,55890216
1799,1.0,130.0,5555699114,55890218
1800,1.0,103.0,5555699117,55890221
1801,1.0,122.0,5555699118,55890222
1802,1.0,122.0,5555699119,55890223
1803,1.0,149.0,5555699122,55890226
1804,1.0,132.0,5555699126,55890230
1805,1.0,119.0,5555699129,55890233
1806,1.0,103.0,5555699133,55890237
1807,1.0,112.0,5555699135,55890239
1808,1.0,150.0,5555699140,55890244
1809,1.0,110.0,5555699142,55890246
1810,1.0,141.0,5555699148,55890252
1811,1.0,141.0,5555699156,55890260
1812,1.0,150.0,5555699157,55890261
1813,1.0,150.0,5555699161,55890265
1814,1.0,98.0,5555699165,55890269
1815,1.0,150.0,5555699166,55890270
1816,1.0,96.0,5555699168,55890272
1817,1.0,131.0,5555699174,55890278
1818,1.0,141.0,5555699175,55890279
1819,1.0,41.0,5555699177,55890281
1820,1.0,112.0,5555699183,55890287
1821,1.0,143.0,5555699187,55890291
1822,1.0,112.0,5555699189,55890293
1823,1.0,141.0,5555699192,55890296
1824,1.0,124.0,5555699195,55890299
1825,1.0,112.0,5555699201,55890305
1826,1.0,122.0,5555699205,55890309
1827,1.0,140.0,5555699207,55890311
1828,1.0,150.0,5555699208,55890312
1829,1.0,122.0,5555699210,55890314
1830,1.0,122.0,5555699211,55890315
1831,1.0,122.0,5555699215,55890319
1832,1.0,130.0,5555699216,55890320
1833,1.0,131.0,5555699217,55890321
1834,1.0,98.0,5555699218,55890322
1835,1.0,108.0,5555699222,55890326
1836,1.0,133.0,5555699226,55890330
1837,1.0,141.0,5555699227,55890331
1838,1.0,141.0,5555699228,55890332
1839,1.0,150.0,5555699230,55890334
1840,1.0,139.0,5555699232,55890336
1841,1.0,129.0,5555699233,55890337
1842,1.0,121.0,5555699238,55890342
1843,1.0,96.0,5555699239,55890343
1844,1.0,141.0,5555699240,55890344
1845,1.0,131.0,5555699241,55890345
1846,1.0,141.0,5555699243,55890347
1847,1.0,103.0,5555699244,55890348
1848,1.0,100.0,5555699247,55890351
1849,1.0,119.0,5555699250,55890354
1850,1.0,103.0,5555699252,55890356
1851,1.0,141.0,5555699253,55890357
1852,1.0,122.0,5555699258,55890362
1853,1.0,144.0,5555699259,55890363
1854,1.0,103.0,5555699265,55890369
1855,1.0,77.0,5555699266,55890370
1856,1.0,131.0,5555699267,55890371
1857,1.0,150.0,5555699270,55890374
1858,1.0,17.0,5555699281,55890385
1859,1.0,130.0,5555699282,55890386
1860,1.0,122.0,5555699285,55890389
1861,1.0,103.0,5555699289,55890393
1862,1.0,150.0,5555699291,55890395
1863,1.0,103.0,5555699294,55890398
1864,1.0,141.0,5555699295,55890399
1865,1.0,103.0,5555699296,55890400
1866,1.0,142.0,5555699298,55890402
1867,1.0,141.0,5555699299,55890403
1868,1.0,131.0,5555699301,55890405
1869,1.0,150.0,5555699303,55890407
1870,1.0,144.0,5555699305,55890409
1871,1.0,150.0,5555699308,55890412
1872,1.0,103.0,5555699310,55890414
1873,1.0,130.0,5555699312,55890416
1874,1.0,150.0,5555699316,55890420
1875,1.0,107.0,5555699323,55890427
1876,1.0,122.0,5555699325,55890429
1877,1.0,112.0,5555699327,55890431
1878,1.0,150.0,5555699328,55890432
1879,1.0,112.0,5555699333,55890437
1880,1.0,142.0,5555699337,55890441
1881,1.0,122.0,5555699339,55890443
1882,1.0,123.0,5555699340,55890444
1883,1.0,115.0,5555699342,55890446
1884,1.0,112.0,5555699344,55890448
1885,1.0,103.0,5555699346,55890450
1886,1.0,131.0,5555699347,55890451
1887,1.0,150.0,5555699351,55890455
1888,1.0,119.0,5555699352,55890456
1889,1.0,141.0,5555699353,55890457
1890,1.0,150.0,5555699354,55890458
1891,1.0,108.0,5555699357,55890461
1892,1.0,102.0,5555699358,55890462
1893,1.0,103.0,5555699361,55890465
1894,1.0,142.0,5555699364,55890468
1895,1.0,150.0,5555699366,55890470
1896,1.0,120.0,5555699367,55890471
1897,1.0,14.0,5555699369,55890473
1898,1.0,122.0,5555699370,55890474
1899,1.0,131.0,5555699371,55890475
1900,1.0,112.0,5555699373,55890477
1901,1.0,150.0,5555699374,55890478
1902,1.0,103.0,5555699375,55890479
1903,1.0,131.0,5555699377,55890481
1904,1.0,141.0,5555699378,55890482
1905,1.0,112.0,5555699379,55890483
1906,1.0,122.0,5555699381,55890485
1907,1.0,150.0,5555699384,55890488
1908,1.0,131.0,5555699385,55890489
1909,1.0,112.0,5555699386,55890490
1910,1.0,103.0,5555699388,55890492
1911,1.0,131.0,5555699390,55890494
1912,1.0,146.0,5555699393,55890497
1913,1.0,141.0,5555699398,55890502
1914,1.0,122.0,5555699400,55890504
1915,1.0,135.0,5555699404,55890508
1916,1.0,150.0,5555699407,55890511
1917,1.0,112.0,5555699410,55890514
1918,1.0,111.0,5555699412,55890516
1919,1.0,131.0,5555699414,55890518
1920,1.0,96.0,5555699415,55890519
1921,1.0,106.0,5555699416,55890520
1922,1.0,141.0,5555699417,55890521
1923,1.0,100.0,5555699423,55890527
1924,1.0,141.0,5555699424,55890528
1925,1.0,103.0,5555699425,55890529
1926,1.0,122.0,5555699426,55890530
1927,1.0,131.0,5555699428,55890532
1928,1.0,143.0,5555699430,55890534
1929,1.0,133.0,5555699433,55890537
1930,1.0,131.0,5555699434,55890538
1931,1.0,150.0,5555699435,55890539
1932,1.0,98.0,5555699436,55890540
1933,1.0,112.0,5555699437,55890541
1934,1.0,103.0,5555699438,55890542
1935,1.0,122.0,5555699439,55890543
1936,1.0,141.0,5555699440,55890544
1937,1.0,103.0,5555699442,55890546
1938,1.0,96.0,5555699444,55890548
1939,1.0,141.0,5555699450,55890554
1940,1.0,131.0,5555699451,55890555
1941,1.0,103.0,5555699452,55890556
1942,1.0,103.0,5555699454,55890558
1943,1.0,117.0,5555699458,55890562
1944,1.0,120.0,5555699463,55890567
1945,1.0,150.0,5555699465,55890569
1946,1.0,144.0,5555699466,55890570
1947,1.0,122.0,5555699467,55890571
1948,1.0,131.0,5555699469,55890573
1949,1.0,145.0,5555699470,55890574
1950,1.0,131.0,5555699473,55890577
1951,1.0,112.0,5555699475,55890579
1952,1.0,150.0,5555699476,55890580
1953,1.0,134.0,5555699477,55890581
1954,1.0,140.0,5555699478,55890582
1955,1.0,141.0,5555699481,55890585
1956,1.0,150.0,5555699483,55890587
1957,1.0,150.0,5555699485,55890589
1958,1.0,112.0,5555699490,55890594
1959,1.0,150.0,5555699492,55890596
1960,1.0,140.0,5555699493,55890597
1961,1.0,131.0,5555699497,55890601
1962,1.0,131.0,5555699499,55890603
1963,1.0,131.0,5555699500,55890604
1964,1.0,131.0,5555699502,55890606
1965,1.0,126.0,5555699504,55890608
1966,1.0,29.0,5555699505,55890609
1967,1.0,122.0,5555699506,55890610
1968,1.0,122.0,5555699514,55890618
1969,1.0,150.0,5555699519,55890623
1970,1.0,131.0,5555699523,55890627
1971,1.0,131.0,5555699524,55890628
1972,1.0,141.0,5555699529,55890633
1973,1.0,122.0,5555699531,55890635
1974,1.0,95.0,5555699533,55890637
1975,1.0,141.0,5555699535,55890639
1976,1.0,124.0,5555699537,55890641
1977,1.0,122.0,5555699539,55890643
1978,1.0,122.0,5555699543,55890647
1979,1.0,150.0,5555699545,55890649
1980,1.0,141.0,5555699547,55890651
1981,1.0,150.0,5555699548,55890652
1982,1.0,149.0,5555699550,55890654
1983,1.0,141.0,5555699559,55890663
1984,1.0,122.0,5555699563,55890667
1985,1.0,150.0,5555699565,55890669
1986,1.0,114.0,5555699567,55890671
1987,1.0,103.0,5555699568,55890672
1988,1.0,112.0,5555699569,55890673
1989,1.0,122.0,5555699578,55890682
1990,1.0,130.0,5555699579,55890683
1991,1.0,150.0,5555699580,55890684
1992,1.0,150.0,5555699582,55890686
1993,1.0,150.0,5555699583,55890687
1994,1.0,131.0,5555699587,55890691
1995,1.0,150.0,5555699591,55890695
1996,1.0,112.0,5555699596,55890700
1997,1.0,150.0,5555699597,55890701
1998,1.0,131.0,5555699598,55890702
1999,1.0,97.0,5555699600,55890704
2000,1.0,131.0,5555699604,55890708
2001,1.0,103.0,5555699605,55890709
2002,1.0,150.0,5555699609,55890713
2003,1.0,112.0,5555699612,55890716
2004,1.0,150.0,5555699613,55890717
2005,1.0,141.0,5555699614,55890718
2006,1.0,131.0,5555699616,55890720
2007,1.0,141.0,5555699619,55890723
2008,1.0,122.0,5555699621,55890725
2009,1.0,122.0,5555699625,55890729
2010,1.0,141.0,5555699626,55890730
2011,1.0,103.0,5555699627,55890731
2012,1.0,131.0,5555699630,55890734
2013,1.0,117.0,5555699636,55890740
2014,1.0,102.0,5555699638,55890742
2015,1.0,77.0,5555699639,55890743
2016,1.0,107.0,5555699640,55890744
2017,1.0,130.0,5555699641,55890745
2018,1.0,150.0,5555699645,55890749
2019,1.0,112.0,5555699646,55890750
2020,1.0,122.0,5555699647,55890751
2021,1.0,131.0,5555699648,55890752
2022,1.0,123.0,5555699651,55890755
2023,1.0,122.0,5555699652,55890756
2024,1.0,150.0,5555699655,55890759
2025,1.0,132.0,5555699656,55890760
2026,1.0,103.0,5555699659,55890763
2027,1.0,150.0,5555699661,55890765
2028,1.0,150.0,5555699662,55890766
2029,1.0,95.0,5555699663,55890767
2030,1.0,116.0,5555699668,55890772
2031,1.0,103.0,5555699669,55890773
